Term,CRN,Subject,Course Number,TITLE,CREDIT_HOURS,Type,LOC,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Primary Instructor
Fall 2016,11201,MUS,360.101,Wind Symphony,1,LEC,WOLF 114,M,,W,,,,,"Colonna, James"
Fall 2016,11202,MUS,460.101,Wind Symphony,1,LEC,WOLF 114,M,,W,,,,,"Colonna, James"
Fall 2016,11203,MUS,162.101,Jazz Ensemble,1,LEC,WOLF 114,,T,,R,,,,"Stabley, Jeffrey"
Fall 2016,11204,MUS,262.101,Jazz Ensemble,1,LEC,WOLF 114,,T,,R,,,,"Stabley, Jeffrey"
Fall 2016,11205,MUS,362.101,Jazz Ensemble,1,LEC,WOLF 114,,T,,R,,,,"Stabley, Jeffrey"
Fall 2016,11206,MUS,462.101,Jazz Ensemble,1,LEC,WOLF 114,,T,,R,,,,"Stabley, Jeffrey"
Fall 2016,11207,MUS,164.801,Community Orchestra,1,LEC,WOLF 114,,T,,,,,,"Levi, Zachary"
Fall 2016,11208,MUS,264.801,Community Orchestra,1,LEC,WOLF 114,,T,,,,,,"Levi, Zachary"
Fall 2016,11209,MUS,364.801,Community Orchestra,1,LEC,WOLF 114,,T,,,,,,"Levi, Zachary"
Fall 2016,11210,MUS,464.801,Community Orchestra,1,LEC,WOLF 114,,T,,,,,,"Levi, Zachary"
Fall 2016,11211,MUS,172.101,Percussion Ensemble,1,LEC,WOLF 114,,T,,R,,,,"Stabley, Jeffrey"
Fall 2016,11212,MUS,272.101,Percussion Ensemble,1,LEC,WOLF 114,,T,,R,,,,"Stabley, Jeffrey"
Fall 2016,11213,MUS,372.101,Percussion Ensemble,1,LEC,WOLF 114,,T,,R,,,,"Stabley, Jeffrey"
Fall 2016,11214,MUS,472.101,Percussion Ensemble,1,LEC,WOLF 114,,T,,R,,,,"Stabley, Jeffrey"
Fall 2016,11215,MUS,172.102,Percussion Ensemble,1,LEC,WOLF 101A,,,,,,,,"Godbole, Malavika"
Fall 2016,11216,MUS,272.102,Percussion Ensemble,1,LEC,WOLF 101A,,,,,,,,"Godbole, Malavika"
Fall 2016,11217,MUS,372.102,Percussion Ensemble,1,LEC,WOLF 101A,,,,,,,,"Godbole, Malavika"
Fall 2016,11218,MUS,472.102,Percussion Ensemble,1,LEC,WOLF 101A,,,,,,,,"Godbole, Malavika"
Fall 2016,11219,MUS,176.101,Guitar Ensemble,1,LEC,WOLF 325,,T,,,,,,"Fogleman, Matthew"
Fall 2016,11220,MUS,376.101,Guitar Ensemble,1,LEC,WOLF 325,,T,,,,,,"Fogleman, Matthew"
Fall 2016,11221,MUS,276.101,Guitar Ensemble,1,LEC,WOLF 325,,T,,,,,,"Fogleman, Matthew"
Fall 2016,11222,MUS,476.101,Guitar Ensemble,1,LEC,WOLF 325,,T,,,,,,"Fogleman, Matthew"
Fall 2016,11223,MUS,178.801,Rock Band,1,LEC,WOLF 112,M,,,,,,,"Young, Shawn"
Fall 2016,11224,MUS,278.801,Rock Band,1,LEC,WOLF 112,M,,,,,,,"Young, Shawn"
Fall 2016,11225,MUS,378.801,Rock Band,1,LEC,WOLF 112,M,,,,,,,"Young, Shawn"
Fall 2016,11226,MUS,478.801,Rock Band,1,LEC,WOLF 112,M,,,,,,,"Young, Shawn"
Fall 2016,11227,MUS,181.101,Found Music Theory,3,LEC,WOLF 104,M,,W,,F,,,"Lippard, Michael"
Fall 2016,11228,MUS,181.102,Found Music Theory,3,LEC,WOLF 100,M,,W,,F,,,"Lippard, Michael"
Fall 2016,11229,MUS,181.103,Found Music Theory,3,LEC,WOLF 104,,T,,R,,,,"Colonna, James"
Fall 2016,11230,MUS,183.101,Music Theory II,3,LEC,WOLF 104,M,,W,,F,,,"Osowski, Kenneth"
Fall 2016,11231,MUS,185.101,Aural Skills II,1,LEC,WOLF 100,,T,,R,,,,"Dekker-Elicker, Gretchen"
Fall 2016,11232,MUS,185.102,Aural Skills II,1,LEC,WOLF 100,,T,,R,,,,"Dekker-Elicker, Gretchen"
Fall 2016,11233,MUS,186.101,Listening to Music,3,LEC,WOLF 100,M,,W,,F,,,"Kates, Christine"
Fall 2016,11234,MUS,186.102,Listening to Music,3,LEC,WOLF 100,M,,W,,F,,,"Lippard, Michael"
Fall 2016,11235,MUS,186.103,Listening to Music,3,LEC,WOLF 100,M,,W,,F,,,"Colonna, James"
Fall 2016,11236,MUS,186.104,Listening to Music,3,LEC,WOLF 100,M,,W,,F,,,"Colonna, James"
Fall 2016,11237,MUS,186.105,Listening to Music,3,LEC,WOLF 100,M,,W,,F,,,"Poff, Megan"
Fall 2016,11238,MUS,186.106,Listening to Music,3,LEC,WOLF 114,,T,,R,,,,"Woodfield, Randal"
Fall 2016,11239,MUS,186.107,Listening to Music,3,LEC,GH 101,,T,,R,,,,"Loy, Susan"
Fall 2016,11240,MUS,186.108,Listening to Music,3,LEC,WOLF 100,,T,,R,,,,"Woodfield, Randal"
Fall 2016,11241,MUS,245.101,Explore Music/Film,3,LEC,HUM 218,,T,,R,,,,"Loy, Susan"
Fall 2016,11242,MUS,247.101,Comm Song Writing,3,LEC,WOLF 100,,T,,R,,,,"Stabley, Jeffrey"
Fall 2016,11243,MUS,281.101,World Music,3,LEC,WOLF 104,M,,W,,,,,"Protopapas, John"
Fall 2016,11244,MUS,283.101,Music Theory IV,3,LEC,WOLF 104,M,,W,,F,,,"Osowski, Kenneth"
Fall 2016,11245,MUS,285.101,Aural Skills IV,1,LEC,WOLF 100,,T,,R,,,,"Dekker-Elicker, Gretchen"
Fall 2016,11246,MUS,286.101,Jazz History,3,LEC,WOLF 114,,T,,R,,,,"Stabley, Jeffrey"
Fall 2016,11247,MUS,287.101,American Pop Music,3,LEC,WOLF 312,M,,W,,F,,,"Young, Shawn"
Fall 2016,11248,MUS,288.101,History Rock/Roll,3,LEC,WOLF 302,M,,W,,F,,,"Young, Shawn"
Fall 2016,11249,MUS,288.102,History Rock/Roll,3,LEC,WOLF 100,M,,W,,,,,"Knisely, Carole"
Fall 2016,11250,MUS,290.101,Intro Music Lit,3,LEC,WOLF 114,,T,,R,,,,"Lippard, Erin"
Fall 2016,11251,MUS,294.101,Woodwind Methods,1,LEC,WOLF 104,,T,,R,,,,"Loy, Susan"
Fall 2016,11252,MUS,296.101,Hist Music Theatre,3,LEC,CH 236,,T,,R,,,,"Woodfield, Randal"
Fall 2016,11253,MUS,297.101,Survey Music Industry,3,LEC,WOLF 302,M,,W,,F,,,"Young, Shawn"
Fall 2016,11254,MUS,298.801,Forgn Lang Diction,1,LEC,WOLF 104,,T,,,,,,"Woodfield, Randal"
Fall 2016,11255,MUS,299.101,Mus/Cult since 1900,3,LEC,WOLF 100,,T,,R,,,,"Osowski, Kenneth"
Fall 2016,11256,MUS,390.101,Music History I,3,LEC,WOLF 104,,T,,R,,,,"Dekker-Elicker, Gretchen"
Fall 2016,11257,MUS,446.801,Music Production II,3,LEC,WOLF 112,M,,,,,,,"Cresci, Jonathan"
Fall 2016,11258,MUS,486.101,Orchestrtn/Arrang,3,LEC,WOLF 114,,T,,R,,,,"Colonna, James"
Fall 2016,11259,MUS,490.101,Choral Conducting,3,LEC,WOLF 104,,T,,R,,,,"Muzzo, Grace"
Fall 2016,11260,HSP,100.101,Intro Hospitality,3,LEC,DHL 202,,T,,R,,,,"Hughes, John"
Fall 2016,11261,HSP,100.102,Intro Hospitality,3,LEC,DHL 202,,T,,R,,,,"Hughes, John"
Fall 2016,11262,HSP,120.101,Career Paths/Hosp,1,LEC,DHL 202,,,W,,,,,"Becker, Frederick"
Fall 2016,11263,NUR,423.502,Psy/Mental Clinical,0,CLN,HOS ,,T,,,,,,"Staff, "
Fall 2016,11264,HSP,120.102,Career Paths/Hosp,1,LEC,DHL 202,,,,,F,,,"Becker, Frederick"
Fall 2016,11265,NUR,423.503,Psy/Mental Clinical,0,CLN,HOS ,,T,,,,,,"Staff, "
Fall 2016,11266,HSP,150.101,Work Experience I,1,PRA, ,,,,,,,,"Becker, Frederick"
Fall 2016,11267,HSP,150.102,Work Experience I,1,PRA, ,,,,,,,,"Hughes, John"
Fall 2016,11268,HSP,150.103,Work Experience I,1,PRA, ,,,,,,,,"La Motte, Michelle"
Fall 2016,11269,NUR,423.504,Psy/Mental Clinical,0,CLN,HOS ,,T,,,,,,"Staff, "
Fall 2016,11270,HSP,210.101,Managerial Acct/Hsp,3,LEC,DHL 239,,T,,R,,,,"La Motte, Michelle"
Fall 2016,11271,NUR,423.505,Psy/Mental Clinical,0,CLN,HOS ,,,,R,,,,"Staff, "
Fall 2016,11272,HSP,225.101,Hosp Mgmt/Law,1,LEC,DHL 202,M,,,,,,,"Staff, "
Fall 2016,11273,HSP,225.102,Hosp Mgmt/Law,1,LEC,DHL 202,,,W,,,,,"Becker, Frederick"
Fall 2016,11274,NUR,423.506,Psy/Mental Clinical,0,CLN,HOS ,,,,R,,,,"Staff, "
Fall 2016,11275,HSP,240.101,Facility Management,3,LEC,DHL 237,,T,,R,,,,"Becker, Frederick"
Fall 2016,11276,NUR,423.507,Psy/Mental Clinical,0,CLN,HOS ,,,,R,,,,"Staff, "
Fall 2016,11277,HSP,240.102,Facility Management,3,LEC,DHL 202,,T,,R,,,,"Becker, Frederick"
Fall 2016,11278,NUR,423.508,Psy/Mental Clinical,0,CLN,HOS ,,,,,F,,,"Staff, "
Fall 2016,11279,HSP,250.101,Work Experience II,1,PRA, ,,,,,,,,"Becker, Frederick"
Fall 2016,11280,NUR,440.101,Adults/Acute Health,7,LEC,DHL 145,,T,,,,,,"Pucino, Carrie"
Fall 2016,11281,HSP,250.102,Work Experience II,1,PRA, ,,,,,,,,"Hughes, John"
Fall 2016,11282,HSP,250.103,Work Experience II,1,PRA, ,,,,,,,,"La Motte, Michelle"
Fall 2016,11284,HSP,300.101,Food/Beverage Mgmt,3,LEC,DHL 102,M,,W,,F,,,"Scarcelli, Joseph"
Fall 2016,11285,HSP,330.101,Global Topics I,1,LEC,DHL 102,M,,,,,,,"La Motte, Michelle"
Fall 2016,11286,NUR,441.501,Adult/Acute Clinical,0,CLN,HOS ,,,W,,,,,"Staff, "
Fall 2016,11287,HSP,340.101,Hospitality Finance,3,LEC,DHL 239,,T,,R,,,,"La Motte, Michelle"
Fall 2016,11288,FLM,344.101,World Cinema,3,LEC,HUM 218,,T,,R,,,,"Olney, Alexander"
Fall 2016,11289,NUR,441.502,Adult/Acute Clinical,0,CLN,HOS ,,,W,,,,,"Lesh, Dana"
Fall 2016,11290,HSP,345.101,Hospitality Mrktng,3,LEC,DHL 202,M,,W,,F,,,"Becker, Frederick"
Fall 2016,11291,PHL,396.101,Animal/Machine Minds,3,LEC,HUM 130,,T,,R,,,,"Weiss, Dennis"
Fall 2016,11292,HSP,350.101,Work Experience III,1,PRA, ,,,,,,,,"Becker, Frederick"
Fall 2016,11293,NUR,441.503,Adult/Acute Clinical,0,CLN,HOS ,,,W,,,,,"Pucino, Carrie"
Fall 2016,11294,HSP,350.102,Work Experience III,1,PRA, ,,,,,,,,"Hughes, John"
Fall 2016,11295,HSP,350.103,Work Experience III,1,PRA, ,,,,,,,,"La Motte, Michelle"
Fall 2016,11296,HSP,360.801,Comm Food Prod Mgmt,3,LEC,LAF CLUB,,,,R,,,,"Scarcelli, Joseph"
Fall 2016,11297,HSP,410.101,Revenue Management,3,LEC,DHL 143,,T,,R,,,,"La Motte, Michelle"
Fall 2016,11298,HSP,430.101,Strat Career Plan,1,LEC,DHL 202,M,,,,,,,"La Motte, Michelle"
Fall 2016,11299,NUR,441.504,Adult/Acute Clinical,0,CLN,HOS ,,,,R,,,,"Staff, "
Fall 2016,11300,HSP,483.801,Special Topics/HSP,3,LEC,DHL 202,M,,,,,,,"Duffy, Paul"
Fall 2016,11301,REC,101.101,Recreation/Leisure,3,LEC,DHL 102,,T,,R,,,,"Saville, Julie"
Fall 2016,11302,REC,101.102,Recreation/Leisure,3,LEC,DHL 102,,T,,R,,,,"Saville, Julie"
Fall 2016,11303,REC,101.801,Recreation/Leisure,3,LEC,DHL 102,M,,W,,,,,"Staff, "
Fall 2016,11304,REC,103.101,Leadership/Group,3,LEC,GC 154,,T,,R,,,,"Witman, Jeffrey"
Fall 2016,11305,REC,103.102,Leadership/Group,3,LEC,GC 154,,T,,R,,,,"Witman, Jeffrey"
Fall 2016,11306,REC,103.103,Leadership/Group,3,LEC,GC 154,,T,,R,,,,"Witman, Jeffrey"
Fall 2016,11307,NUR,441.505,Adult/Acute Clinical,0,CLN,HOS ,,,,,F,,,"Audette, Deborah"
Fall 2016,11308,EDU,200.101,Found of Education,3,LEC,LS 125,M,,W,,,,,"Fredericks, Anthony"
Fall 2016,11309,EDU,200.102,Found of Education,3,LEC,LS 129,,T,,R,,,,"Fredericks, Anthony"
Fall 2016,11310,NUR,450.101,Nursing Practicum,3,LEC,DHL 144,M,,,,,,,"Adkins, Cherie"
Fall 2016,11311,NUR,450.102,Nursing Practicum,3,LEC,DHL 144,M,,,,,,,"Adkins, Cherie"
Fall 2016,11312,NUR,450.103,Nursing Practicum,3,LEC,DHL 144,M,,,,,,,"Adkins, Cherie"
Fall 2016,11313,NUR,451.501,Nurs Pract Clinical,0,CLN,HOS ,,,,,,,,"Staff, "
Fall 2016,11314,NUR,460.101,Ldrshp Prof Nursing,3,LEC,DHL 239,M,,,,,,,"Wool, Charlotte"
Fall 2016,11315,REC,200.101,Intro Ther Recreatn,3,LEC,DHL 102,,T,,R,,,,"Malcarne, Brian"
Fall 2016,11316,REC,210.101,Rec Programming,4,LEC,GC 154,M,,W,,F,,,"Saville, Julie"
Fall 2016,11317,NUR,500.101,Continuous Enroll,0,CE, ,,,,,,,,"Staff, "
Fall 2016,11318,REC,211.501,Rec Program LAB,0,LAB,GH 101,M,,,,,,,"Connors, Emily"
Fall 2016,11319,NUR,505.801,Adv Phys/Pathophys,3,LEC,DHL 145,,,,R,,,,"Ruth-Sahd, Lisa"
Fall 2016,11320,NUR,508.101,App Nurs Research,4,LEC,DHL 239,M,,,,,,,"Staff, "
Fall 2016,11321,NUR,509.801,Adv Assessmnt/Diagn,4,LEC,DHL 143,,,W,,,,,"Riley-Giomariso, Oma"
Fall 2016,11322,NUR,510.501,Adv Assessmnt Clin,0,CLN,HOS ,,,,,,,,"Riley-Giomariso, Oma"
Fall 2016,11323,REC,211.502,Rec Program LAB,0,LAB,GH 101,,,W,,,,,"Connors, Emily"
Fall 2016,11324,REC,215.101,Prep/Prof Develop,1,LEC,DHL 239,,,,,F,,,"Saville, Julie"
Fall 2016,11325,REC,221.101,Exp Learn/Rec,3,PRA, ,,,,,,,,"Saville, Julie"
Fall 2016,11326,REC,221.102,Exp Learn/Rec,3,PRA, ,,,,,,,,"Malcarne, Brian"
Fall 2016,11327,REC,250.101,Spec Events Prog,3,LEC,GC 154,M,,W,,F,,,"Connors, Emily"
Fall 2016,11328,REC,331.101,Leadership Ther Rec,3,LEC,DHL 237,,T,,R,,,,"Malcarne, Brian"
Fall 2016,11329,REC,365.801,Medical Conditions,3,LEC,DHL 102,M,,,,,,,"Rash, Teresa"
Fall 2016,11330,REC,401.801,Mgmt Rec/Park Facil,3,LEC,DHL 102,,,,R,,,,"Garman, Joann"
Fall 2016,11331,REC,460.101,Dir Field Exp Comm,9,PRA, ,,,,,,,,"Saville, Julie"
Fall 2016,11332,REC,460.102,Dir Field Exp Comm,9,PRA, ,,,,,,,,"Malcarne, Brian"
Fall 2016,11333,REC,461.101,Dir Field Exp Comm,3,PRA, ,,,,,,,,"Saville, Julie"
Fall 2016,11334,REC,461.102,Dir Field Exp Comm,3,PRA, ,,,,,,,,"Malcarne, Brian"
Fall 2016,11335,REC,470.101,Dir Field Exp Ther,9,PRA, ,,,,,,,,"Connors, Emily"
Fall 2016,11336,REC,470.102,Dir Field Exp Ther,9,PRA, ,,,,,,,,"Malcarne, Brian"
Fall 2016,11337,REC,471.101,Dir Field Exp Ther,3,PRA, ,,,,,,,,"Connors, Emily"
Fall 2016,11338,REC,471.102,Dir Field Exp Ther,3,PRA, ,,,,,,,,"Malcarne, Brian"
Fall 2016,11339,REC,471.103,Dir Field Exp Ther,3,PRA, ,,,,,,,,"Saville, Julie"
Fall 2016,11340,PE,106.101,Intro Water Polo,1,COD,GC 130,M,,W,,,,,"Doemland, Christopher"
Fall 2016,11341,PE,110.101,Beginning Bowling,1,COD,SUBR ,M,,W,,,,,"Zeigler, Robert"
Fall 2016,11342,PE,110.102,Beginning Bowling,1,COD,SUBR ,M,,W,,,,,"Zeigler, Robert"
Fall 2016,11343,PE,117.101,Modern Dance,1,COD,GC 261,M,,W,,,,,"Bergdoll, Linda"
Fall 2016,11344,PE,118.101,Physical Fitness,1,MAL,GC 251,M,,W,,,,,"Talarico, Tammy"
Fall 2016,11345,PE,119.101,Physical Fitness,1,FML,GC 251,M,,W,,,,,"Talarico, Tammy"
Fall 2016,11346,PE,119.801,Physical Fitness,1,COD,GC 251,,,,,,S,,"Dickens, Cedrick"
Fall 2016,11348,PE,120.101,Beginning Swimming,1,COD,GC 130,,T,,R,,,,"Smith, Jessica"
Fall 2016,11349,PE,121.101,Inter/Adv Swimming,1,COD,GC 130,M,,W,,,,,"Doemland, Christopher"
Fall 2016,11350,NUR,512.101,Role Develop/APRN,3,LEC,DHL 144,,,W,,,,,"Lutter, Stacy"
Fall 2016,11351,PE,124.101,Lifeguard Training,2,COD,GC 130,,T,,R,,,,"Smith, Jessica"
Fall 2016,11352,PE,125.801,Scuba Diving,1,COD,GC 130,M,,,,,,,"Staff, "
Fall 2016,11353,PE,125.802,Scuba Diving,1,COD,GC 130,,,W,,,,,"Staff, "
Fall 2016,11354,PE,129.101,Pop Jazz Dance,1,COD,GC 261,M,,W,,,,,"Bergdoll, Linda"
Fall 2016,11356,PE,130.101,Self Defense,1,FML,GC 240,,T,,R,,,,"Bruder, Edward"
Fall 2016,11357,NUR,522.801,Diag/Treat Adult I,7,LEC,DHL 118,,T,,,,,,"Riley-Giomariso, Oma"
Fall 2016,11358,PE,134.101,Concpts Phys Actvty,1,COD,GC 263,M,,W,,,,,"Lankford, Mary"
Fall 2016,11359,PE,134.102,Concpts Phys Actvty,1,COD,GC 263,M,,W,,,,,"Lankford, Mary"
Fall 2016,11360,NUR,523.501,Clin Prob Adults I,0,CLN,HOS ,,,,,,,,"Staff, "
Fall 2016,11361,PE,134.103,Concpts Phys Actvty,1,COD,GC 263,M,,W,,,,,"Talarico, Tammy"
Fall 2016,11362,PE,134.104,Concpts Phys Actvty,1,COD,GC 263,,T,,R,,,,"Lankford, Mary"
Fall 2016,11363,PE,134.105,Concpts Phys Actvty,1,COD,GC 263,,T,,R,,,,"Talarico, Tammy"
Fall 2016,11364,PE,134.106,Concpts Phys Actvty,1,COD,GC 263,,T,,R,,,,"Talarico, Tammy"
Fall 2016,11365,PE,134.107,Concpts Phys Actvty,1,COD,GC 263,,T,,R,,,,"Talarico, Tammy"
Fall 2016,11366,PE,136.101,Aerobic Dance,1,COD,GC 261,M,,W,,,,,"Talarico, Tammy"
Fall 2016,11367,PE,139.101,Cardiorespty Exercs,1,COD,GC 263,M,,W,,,,,"Hart, Nancy"
Fall 2016,11368,NUR,550.801,Seminar I,2,LEC,DHL 141,,T,,,,,,"March, Karen"
Fall 2016,11369,NUR,551.501,Seminar I Clinical,0,CLN,HOS ,,,,,,,,"March, Karen"
Fall 2016,11370,NUR,610.101,A & P for CRNA 1,3,L/L,DHL 238,,T,,,,,,"Haas, Richard"
Fall 2016,11371,NUR,631.101,Principles Anes 2,3,L/L,DHL 238,M,,,,,,,"Lowe, Jason"
Fall 2016,11372,PE,140.101,Fundamentals/Golf,1,COD,GC 110W,,,,,F,,,"Dimoff, Donald"
Fall 2016,11373,NUR,632.101,Clin Prac Anes 1,6,CLN,HOS ,,T,W,R,F,,,"Lowe, Jason"
Fall 2016,11374,PE,150.101,Archery,0.5,COD,GC 110W,,T,,R,,,,"Klinedinst, Susan"
Fall 2016,11375,NUR,643.101,Anes & Coex Dis,3,LEC,DHL 238,M,,,,,,,"Burtnett, Howard"
Fall 2016,11376,PE,150.102,Archery,0.5,COD,GC 110W,,T,,R,,,,"Klinedinst, Susan"
Fall 2016,11377,NUR,660.101,Clin Prac Anes 4,10,CLN,HOS ,,,,,,,,"Burtnett, Howard"
Fall 2016,11378,PE,150.103,Archery,0.5,COD,GC 110W,,T,,R,,,,"Klinedinst, Susan"
Fall 2016,11379,PE,150.104,Archery,0.5,COD,GC 110W,,T,,R,,,,"Klinedinst, Susan"
Fall 2016,11380,NUR,661.101,Corr Conf Sr 1,1,LEC,HOS ,,,,,,,,"Burtnett, Howard"
Fall 2016,11381,PE,151.101,Badminton,0.5,COD,GC 110C,M,,W,,,,,"Prescott, Debra"
Fall 2016,11382,PE,151.102,Badminton,0.5,COD,GC 110C,M,,W,,,,,"Prescott, Debra"
Fall 2016,11384,PE,154.101,Ice Skating,0.5,COD,ICE RINK,,T,,R,,,,"Abugov, Leanne"
Fall 2016,11385,PE,154.102,Ice Skating,0.5,COD,ICE RINK,,T,,R,,,,"Abugov, Leanne"
Fall 2016,11386,PE,155.101,Soccer,0.5,COD,GC 110C,M,,W,,,,,"Prescott, Debra"
Fall 2016,11387,PE,155.102,Soccer,0.5,COD,GC 110C,M,,W,,,,,"Prescott, Debra"
Fall 2016,11389,PE,159.101,Tennis,0.5,COD,GC 110C,M,,W,,,,,"Prescott, Debra"
Fall 2016,11392,PE,160.101,Volleyball,0.5,COD,GC 110C,M,,W,,,,,"Prescott, Debra"
Fall 2016,11394,PE,159.102,Tennis,0.5,COD,GC 110C,M,,W,,,,,"Prescott, Debra"
Fall 2016,11395,PE,160.102,Volleyball,0.5,COD,GC 110C,M,,W,,,,,"Prescott, Debra"
Fall 2016,11396,ECO,201.801,Prin Econ-Micro,3,LEC,HUM 126,,T,,,,,,"Slaysman, Kenneth"
Fall 2016,11397,PE,163.101,Intro to Yoga,0.5,COD,GC 261,M,,W,,,,,"Hart, Nancy"
Fall 2016,11398,PE,163.102,Intro to Yoga,0.5,COD,GC 261,M,,W,,,,,"Hart, Nancy"
Fall 2016,11399,PE,163.103,Intro to Yoga,0.5,COD,GC 261,,T,,R,,,,"Hart, Nancy"
Fall 2016,11400,PE,163.104,Intro to Yoga,0.5,COD,GC 261,,T,,R,,,,"Hart, Nancy"
Fall 2016,11401,PE,163.801,Intro to Yoga,0.5,COD,GC 261,M,,W,,,,,"Hart, Nancy"
Fall 2016,11402,PE,163.802,Intro to Yoga,0.5,COD,GC 261,M,,W,,,,,"Hart, Nancy"
Fall 2016,11403,PE,164.101,Intro to Tai Chi,0.5,COD,GC 263,M,,W,,,,,"Lankford, Mary"
Fall 2016,11404,PE,164.102,Intro to Tai Chi,0.5,COD,GC 263,M,,W,,,,,"Lankford, Mary"
Fall 2016,11405,PE,164.103,Intro to Tai Chi,0.5,COD,GC 263,,T,,R,,,,"Lankford, Mary"
Fall 2016,11406,PE,164.104,Intro to Tai Chi,0.5,COD,GC 263,,T,,R,,,,"Lankford, Mary"
Fall 2016,11407,PE,165.101,Intro to Pilates,0.5,COD,GC 263,,T,,R,,,,"Hart, Denise"
Fall 2016,11408,PE,165.102,Intro to Pilates,0.5,COD,GC 263,,T,,R,,,,"Hart, Denise"
Fall 2016,11409,PE,166.801,Indoor Rock Climbing,0.5,COD,GC 153,,T,,,,,,"Ward, Aaron"
Fall 2016,11410,PE,166.802,Indoor Rock Climbing,0.5,COD,GC 153,,T,,,,,,"Ward, Aaron"
Fall 2016,11411,PE,166.803,Indoor Rock Climbing,0.5,COD,GC 153,,,,R,,,,"Ward, Aaron"
Fall 2016,11412,PE,166.804,Indoor Rock Climbing,0.5,COD,GC 153,,,,R,,,,"Ward, Aaron"
Fall 2016,11413,PE,170.101,Core Conditioning,0.5,COD,GC 263,M,,W,,,,,"Lankford, Mary"
Fall 2016,11414,PE,170.102,Core Conditioning,0.5,COD,GC 263,M,,W,,,,,"Lankford, Mary"
Fall 2016,11415,PE,170.103,Core Conditioning,0.5,COD,GC 263,M,,W,,,,,"Hart, Denise"
Fall 2016,11416,PE,170.104,Core Conditioning,0.5,COD,GC 263,M,,W,,,,,"Hart, Denise"
Fall 2016,11417,PE,170.801,Core Conditioning,0.5,COD,GC 263,M,,W,,,,,"Hart, Nancy"
Fall 2016,11418,PE,170.802,Core Conditioning,0.5,COD,GC 263,M,,W,,,,,"Hart, Nancy"
Fall 2016,11419,SPM,112.101,Sport Mgmt Pract,0.5,PRA,GC 110,M,,,,,,,"Klinedinst, Susan"
Fall 2016,11420,SPM,113.101,Sport Mgmt Pract,0.5,PRA,GC 110,M,,,,,,,"Klinedinst, Susan"
Fall 2016,11421,SPM,125.101,Intro Sport Mgmt,3,LEC,DHL 105,M,,W,,F,,,"Day, Gordon"
Fall 2016,11422,SPM,125.102,Intro Sport Mgmt,3,LEC,DHL 237,M,,W,,F,,,"Staff, "
Fall 2016,11423,SPM,125.103,Intro Sport Mgmt,3,LEC,DHL 239,,T,,R,,,,"Staff, "
Fall 2016,11424,SPM,130.101,Sport in Society,3,LEC,GC 240,M,,W,,F,,,"Staff, "
Fall 2016,11425,SPM,150.101,Sport Mgmt Prac I,1,PRA,GC 240,M,,,,,,,"Sauder, Molly"
Fall 2016,11426,SPM,150.102,Sport Mgmt Prac I,1,PRA,DHL 237,M,,,,,,,"Staff, "
Fall 2016,11427,SPM,150.103,Sport Mgmt Prac I,1,PRA,GC 240,M,,,,,,,"Sauder, Molly"
Fall 2016,11428,SPM,150.104,Sport Mgmt Prac I,1,PRA,DHL 239,M,,,,,,,"Klinedinst, Susan"
Fall 2016,11429,SPM,151.101,Sport Mgmt Prac II,1,PRA,DHL 239,M,,,,,,,"Klinedinst, Susan"
Fall 2016,11430,SPM,205.101,Responding/Emerg,3,LEC,GC 137,,T,,R,,,,"Smith, Jessica"
Fall 2016,11431,SPM,230.101,Social Media,3,LEC,DHL 239,,T,,R,,,,"Staff, "
Fall 2016,11432,SPM,250.101,Sport Mgmt Prac III,1,PRA,GC 240,M,,,,,,,"Klinedinst, Susan"
Fall 2016,11433,SPM,250.102,Sport Mgmt Prac III,1,PRA,GC 240,M,,,,,,,"Staff, "
Fall 2016,11434,SPM,250.103,Sport Mgmt Prac III,1,PRA,GC 240,M,,,,,,,"Staff, "
Fall 2016,11435,SPM,302.101,Prin Athl/Coach,3,LEC,GC 154,M,,W,,F,,,"Petteys, Jennifer"
Fall 2016,11436,SPM,310.101,Sport Behavior,3,LEC,DHL 105,,T,,R,,,,"Sauder, Molly"
Fall 2016,11437,SPM,310.102,Sport Behavior,3,LEC,DHL 105,,T,,R,,,,"Sauder, Molly"
Fall 2016,11438,SPM,330.101,Sport Marketing,3,LEC,DHL 105,M,,W,,F,,,"Mudrick, Michael"
Fall 2016,11439,SPM,330.102,Sport Marketing,3,LEC,DHL 105,M,,W,,F,,,"Mudrick, Michael"
Fall 2016,11440,SPM,335.801,Sales/Ticket Oprtns,3,LEC,DHL 105,M,,,,,,,"Ancharski, Robert"
Fall 2016,11441,SPM,340.101,Fincng Sport Op,3,LEC,GC 240,,T,,R,,,,"Mudrick, Michael"
Fall 2016,11442,SPM,340.102,Fincng Sport Op,3,LEC,DHL 105,,T,,R,,,,"Mudrick, Michael"
Fall 2016,11443,SPM,401.101,Prof Development,1,LEC,DHL 202,M,,,,,,,"Sauder, Molly"
Fall 2016,11444,SPM,402.101,Youth Sports Admin,3,LEC,DHL 202,M,,W,,F,,,"Saville, Julie"
Fall 2016,11445,SPM,425.101,Legal Issues/Sport,3,LEC,DHL 237,M,,W,,F,,,"Klinedinst, Susan"
Fall 2016,11446,SPM,425.102,Legal Issues/Sport,3,LEC,DHL 105,M,,W,,F,,,"Klinedinst, Susan"
